,movie_id,title,kafka_id
1070,9840.0,The Dreamlife of Angels,the+dreamlife+of+angels+1998
1071,9842.0,School for Scoundrels,school+for+scoundrels+2006
1072,9844.0,The Opposite of Sex,the+opposite+of+sex+1998
1073,9846.0,To Live and Die in L.A.,to+live+and+die+in+l.a.+1985
1074,9867.0,The Go-Getter,the+go-getter+2007
1075,9871.0,Ginger Snaps,ginger+snaps+2000
1076,9880.0,The Princess Diaries,the+princess+diaries+2001
1077,9893.0,Sleepover,sleepover+2004
1078,9895.0,Man of the Year,man+of+the+year+2006
1079,9899.0,The Producers,the+producers+2005
1080,9910.0,Two for the Money,two+for+the+money+2005
1081,9918.0,Glory Road,glory+road+2006
1082,9928.0,Robots,robots+2005
1083,9930.0,Legal Eagles,legal+eagles+1986
1084,9932.0,Analyze That,analyze+that+2002
1085,9948.0,The Fox and the Hound 2,the+fox+and+the+hound+2+2006
1086,9952.0,Rescue Dawn,rescue+dawn+2006
1087,9953.0,A Love Song for Bobby Long,a+love+song+for+bobby+long+2004
1088,9958.0,Trailer Park Boys: The Movie,trailer+park+boys+the+movie+2006
1089,9962.0,The Good Girl,the+good+girl+2002
1090,9969.0,Deck the Halls,deck+the+halls+2006
1091,9977.0,Children of the Revolution,children+of+the+revolution+1996
1092,9982.0,Chicken Little,chicken+little+2005
1093,9988.0,Beerfest,beerfest+2006
1094,9993.0,Little Fish,little+fish+2005
1095,10000.0,La estrategia del caracol,la+estrategia+del+caracol+1993
1096,10009.0,Brother Bear,brother+bear+2003
1097,10010.0,Brother Bear 2,brother+bear+2+2006
1098,10017.0,The Wraith,the+wraith+1986
1099,10020.0,Beauty and the Beast,beauty+and+the+beast+1991
1100,10021.0,The Secret of My Success,the+secret+of+my+success+1987
1101,10044.0,My Lucky Stars,my+lucky+stars+1985
1102,10056.0,Killer's Kiss,killers+kiss+1955
1103,10063.0,The Breed,the+breed+2006
1104,10081.0,The Principal,the+principal+1987
1105,10083.0,No Way Out,no+way+out+1987
1106,10089.0,Evil Bong,evil+bong+2006
1107,10098.0,The Kid,the+kid+1921
1108,10102.0,La Grande Bouffe,la+grande+bouffe+1973
1109,10103.0,Windstruck,windstruck+2004
1110,10105.0,Saints and Soldiers,saints+and+soldiers+2003
1111,10110.0,Empire of the Sun,empire+of+the+sun+1987
1112,10112.0,The Aristocats,the+aristocats+1970
1113,10119.0,The Color of Milk,the+color+of+milk+2004
1114,10133.0,Cypher,cypher+2002
1115,10138.0,Iron Man 2,iron+man+2+2010
1116,10141.0,Dirty Rotten Scoundrels,dirty+rotten+scoundrels+1988
1117,10142.0,Casualties of War,casualties+of+war+1989
1118,10144.0,The Little Mermaid,the+little+mermaid+1989
1119,10149.0,Smoke,smoke+1995
1120,10150.0,The Last Unicorn,the+last+unicorn+1982
1121,10161.0,My Left Foot: The Story of Christy Brown,my+left+foot+the+story+of+christy+brown+1989
1122,10166.0,The Witches,the+witches+1990
1123,10178.0,The Caine Mutiny,the+caine+mutiny+1954
1124,10180.0,Flickering Lights,flickering+lights+2000
1125,10185.0,The Midnight Meat Train,the+midnight+meat+train+2008
1126,10190.0,Towelhead,towelhead+2008
1127,10191.0,How to Train Your Dragon,how+to+train+your+dragon+2010
1128,10192.0,Shrek Forever After,shrek+forever+after+2010
1129,10193.0,Toy Story 3,toy+story+3+2010
1130,10195.0,Thor,thor+2011
1131,10198.0,The Princess and the Frog,the+princess+and+the+frog+2009
1132,10201.0,Yes Man,yes+man+2008
1133,10210.0,A Midsummer Night's Dream,a+midsummer+nights+dream+1999
1134,10213.0,From Dusk Till Dawn 3: The Hangman's Daughter,from+dusk+till+dawn+3+the+hangmans+daughter+1999
1135,10217.0,The Sweet Hereafter,the+sweet+hereafter+1997
1136,10219.0,Snow Falling on Cedars,snow+falling+on+cedars+1999
1137,10225.0,Friday the 13th Part VI: Jason Lives,friday+the+13th+part+vi+jason+lives+1986
1138,10227.0,PlayTime,playtime+1967
1139,10234.0,Funny Games,funny+games+1997
1140,10238.0,Cries and Whispers,cries+and+whispers+1972
1141,10243.0,The Flight of the Phoenix,the+flight+of+the+phoenix+1965
1142,10247.0,He Was a Quiet Man,he+was+a+quiet+man+2007
1143,10263.0,Tamara,tamara+2005
1144,10264.0,Hamlet,hamlet+1990
1145,10268.0,You Are So Beautiful,you+are+so+beautiful+2005
1146,10281.0,Friday the 13th Part VII: The New Blood,friday+the+13th+part+vii+the+new+blood+1988
1147,10292.0,Urban Legends: Bloody Mary,urban+legends+bloody+mary+2005
1148,10299.0,"Hush... Hush, Sweet Charlotte",hush...+hush_+sweet+charlotte+1964
1149,10310.0,The Bitter Tears of Petra von Kant,the+bitter+tears+of+petra+von+kant+1972
1150,10312.0,Patch Adams,patch+adams+1998
1151,10313.0,The Men Who Stare at Goats,the+men+who+stare+at+goats+2009
1152,10319.0,Woyzeck,woyzeck+1979
1153,10322.0,Being There,being+there+1979
1154,10329.0,Congo,congo+1995
1155,10337.0,Bugsy,bugsy+1991
1156,10339.0,Moby Dick,moby+dick+1956
1157,10340.0,Lady and the Tramp,lady+and+the+tramp+1955
1158,10341.0,Until the End of the World,until+the+end+of+the+world+1991
1159,10345.0,K-9,k-9+1989
1160,10353.0,The Visitors II: The Corridors of Time,the+visitors+ii+the+corridors+of+time+1998
1161,10357.0,Volcano,volcano+1997
1162,10361.0,Ginger Snaps 2: Unleashed,ginger+snaps+2+unleashed+2004
1163,10362.0,Two Lovers,two+lovers+2008
1164,10375.0,D-Tox,d-tox+2002
1165,10376.0,The Legend of 1900,the+legend+of+1900+1998
1166,10377.0,My Cousin Vinny,my+cousin+vinny+1992
1167,10378.0,Big Buck Bunny,big+buck+bunny+2008
1168,10386.0,The Iron Giant,the+iron+giant+1999
1169,10387.0,The Emperor and the Assassin,the+emperor+and+the+assassin+1998
1170,10397.0,Angela's Ashes,angelas+ashes+1999
1171,10400.0,The Hurricane,the+hurricane+1999
1172,10409.0,Strictly Ballroom,strictly+ballroom+1992
1173,10412.0,Romper Stomper,romper+stomper+1992
1174,10419.0,Swing Kids,swing+kids+1993
1175,10423.0,Dragon: The Bruce Lee Story,dragon+the+bruce+lee+story+1993
1176,10445.0,Shadowlands,shadowlands+1993
1177,10447.0,No Escape,no+escape+1994
1178,10452.0,Queen Margot,queen+margot+1994
1179,10466.0,The Money Pit,the+money+pit+1986
1180,10484.0,The ComDads,the+comdads+1983
1181,10494.0,Perfect Blue,perfect+blue+1997
1182,10503.0,Happy-Go-Lucky,happy-go-lucky+2008
1183,10514.0,The Andromeda Strain,the+andromeda+strain+1971
1184,10515.0,Castle in the Sky,castle+in+the+sky+1986
1185,10527.0,Madagascar: Escape 2 Africa,madagascar+escape+2+africa+2008
1186,10528.0,Sherlock Holmes,sherlock+holmes+2009
1187,10539.0,James and the Giant Peach,james+and+the+giant+peach+1996
1188,10541.0,Shall We Kiss?,shall+we+kiss+2007
1189,10543.0,Fear,fear+1996
1190,10545.0,The Hunchback of Notre Dame,the+hunchback+of+notre+dame+1996
1191,10547.0,The Arrival,the+arrival+1996
1192,10548.0,When We Were Kings,when+we+were+kings+1996
1193,10549.0,Hamlet,hamlet+1996
1194,10555.0,Shark Tale,shark+tale+2004
1195,10568.0,The Four Feathers,the+four+feathers+1939
1196,10569.0,Small Time Crooks,small+time+crooks+2000
1197,10570.0,Flodder,flodder+1986
1198,10598.0,Dirty,dirty+2005
1199,10604.0,Zorba the Greek,zorba+the+greek+1964
1200,10609.0,The Life and Death of Peter Sellers,the+life+and+death+of+peter+sellers+2004
1201,10611.0,Barbershop,barbershop+2002
1202,10616.0,Contract Killer,contract+killer+1998
1203,10617.0,Once Upon a Time in China,once+upon+a+time+in+china+1991
1204,10620.0,Once Upon a Time in China and America,once+upon+a+time+in+china+and+america+1997
1205,10622.0,Mr. Nice Guy,mr.+nice+guy+1997
1206,10629.0,Veronica Guerin,veronica+guerin+2003
1207,10631.0,All of Me,all+of+me+1984
1208,10633.0,In the Heat of the Night,in+the+heat+of+the+night+1967
1209,10636.0,Big Girls Don't Cry,big+girls+dont+cry+2002
1210,10637.0,Remember the Titans,remember+the+titans+2000
1211,10650.0,Sudden Impact,sudden+impact+1983
1212,10651.0,The Dead Pool,the+dead+pool+1988
1213,10652.0,Hamburger Hill,hamburger+hill+1987
1214,10653.0,The Seven Year Itch,the+seven+year+itch+1955
1215,10654.0,Hair,hair+1979
1216,10655.0,Gettysburg,gettysburg+1993
1217,10661.0,You Don't Mess with the Zohan,you+dont+mess+with+the+zohan+2008
1218,10664.0,[REC]²,rec+2009
1219,10669.0,Deliverance,deliverance+1972
1220,10673.0,Wall Street,wall+street+1987
1221,10674.0,Mulan,mulan+1998
1222,10681.0,WALL·E,walle+2008
1223,10692.0,Henry: Portrait of a Serial Killer,henry+portrait+of+a+serial+killer+1986
1224,10693.0,Peter Pan,peter+pan+1953
1225,10697.0,The Taste of Others,the+taste+of+others+2000
1226,10711.0,French Connection II,french+connection+ii+1975
1227,10715.0,Looney Tunes: Back in Action,looney+tunes+back+in+action+2003
1228,10728.0,Faust,faust+1926
1229,10729.0,Quick Change,quick+change+1990
1230,10731.0,The Client,the+client+1994
1231,10739.0,Anything Else,anything+else+2003
1232,10740.0,Birth,birth+2004
1233,10753.0,Police Story 2,police+story+2+1988
1234,10757.0,Kabhi Khushi Kabhie Gham,kabhi+khushi+kabhie+gham+2001
1235,10764.0,Quantum of Solace,quantum+of+solace+2008
1236,10770.0,The Sheriff and the Satellite Kid,the+sheriff+and+the+satellite+kid+1979
1237,10772.0,Django,django+1966
1238,10774.0,Network,network+1976
1239,10779.0,The Frighteners,the+frighteners+1996
1240,10782.0,Basic,basic+2003
1241,10785.0,The Thing from Another World,the+thing+from+another+world+1951
1242,10786.0,Robin and Marian,robin+and+marian+1976
1243,10794.0,The Party,the+party+1968
1244,10795.0,Tell No One,tell+no+one+2006
1245,10796.0,The One,the+one+2001
1246,10797.0,Terkel in Trouble,terkel+in+trouble+2004
1247,10818.0,Water Lilies,water+lilies+2007
1248,10831.0,The Draughtsman's Contract,the+draughtsmans+contract+1982
1249,10832.0,Them,them+2006
1250,10833.0,Heartbreakers,heartbreakers+2001
1251,10836.0,Dagon,dagon+2001
1252,10837.0,DuckTales: The Movie - Treasure of the Lost Lamp,ducktales+the+movie+-+treasure+of+the+lost+lamp+1990
1253,10839.0,Cross of Iron,cross+of+iron+1977
1254,10843.0,After Hours,after+hours+1985
1255,10854.0,Wicked Little Things,wicked+little+things+2006
1256,10857.0,When the Wind Blows,when+the+wind+blows+1986
1257,10859.0,Stakeout,stakeout+1987
1258,10860.0,Steel Magnolias,steel+magnolias+1989
1259,10862.0,Bounce,bounce+2000
1260,10863.0,Eye of the Needle,eye+of+the+needle+1981
1261,10882.0,Sleeping Beauty,sleeping+beauty+1959
1262,10890.0,Stripes,stripes+1981
1263,10895.0,Pinocchio,pinocchio+1940
1264,10905.0,The Man with One Red Shoe,the+man+with+one+red+shoe+1985
1265,10907.0,The Adventures of Robin Hood,the+adventures+of+robin+hood+1938
1266,10909.0,Kalifornia,kalifornia+1993
1267,10912.0,All Quiet on the Western Front,all+quiet+on+the+western+front+1979
1268,10922.0,The Human Stain,the+human+stain+2003
1269,10930.0,The Flower of Evil,the+flower+of+evil+2003
1270,10938.0,Beautiful Thing,beautiful+thing+1996
1271,10941.0,Babylon 5: Thirdspace,babylon+5+thirdspace+1998
1272,10946.0,Earth,earth+2007
1273,10955.0,Ripley's Game,ripleys+game+2002
1274,10957.0,The Black Cauldron,the+black+cauldron+1985
1275,10958.0,Flight 93,flight+93+2006
1276,10961.0,Behind the Mask: The Rise of Leslie Vernon,behind+the+mask+the+rise+of+leslie+vernon+2006
1277,10970.0,Silent Movie,silent+movie+1976
1278,10971.0,A Night to Remember,a+night+to+remember+1958
1279,10974.0,Armour of God,armour+of+god+1986
1280,10978.0,The Best Man's Wedding,the+best+mans+wedding+2000
1281,10981.0,Nothing,nothing+2003
1282,10990.0,Mulholland Falls,mulholland+falls+1996
1283,10992.0,Cats & Dogs,cats++dogs+2001
1284,10997.0,Farewell My Concubine,farewell+my+concubine+1993
1285,11000.0,The Birdcage,the+birdcage+1996
1286,11005.0,Awakenings,awakenings+1990
1287,11009.0,Saturday Night Fever,saturday+night+fever+1977
1288,11010.0,The Postman,the+postman+1994
1289,11012.0,Damage,damage+1992
1290,11016.0,Key Largo,key+largo+1948
1291,11023.0,Thirteen,thirteen+2003
1292,11027.0,The Postman Always Rings Twice,the+postman+always+rings+twice+1981
1293,11028.0,The Big Easy,the+big+easy+1986
1294,11031.0,This Is Spinal Tap,this+is+spinal+tap+1984
1295,11033.0,Dressed to Kill,dressed+to+kill+1980
1296,11036.0,The Notebook,the+notebook+2004
1297,11046.0,Where Eagles Dare,where+eagles+dare+1968
1298,11049.0,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,interstella+5555+the+5tory+of+the+5ecret+5tar+5ystem+2003
1299,11060.0,Internal Affairs,internal+affairs+1990
1300,11071.0,Them!,them+1954
1301,11072.0,Blazing Saddles,blazing+saddles+1974
1302,11074.0,Striking Distance,striking+distance+1993
1303,11075.0,Audition,audition+1999
1304,11092.0,Presumed Innocent,presumed+innocent+1990
1305,11101.0,Stalingrad,stalingrad+1993
1306,11104.0,Chungking Express,chungking+express+1994
1307,11111.0,King Lines,king+lines+2007
1308,11113.0,My Fair Lady,my+fair+lady+1964
1309,11121.0,Tess,tess+1979
1310,11122.0,India,india+1993
1311,11130.0,The Princess Diaries 2: Royal Engagement,the+princess+diaries+2+royal+engagement+2004
1312,11143.0,Tai-Chi Master,tai-chi+master+1993
1313,11144.0,They Called Him Bulldozer,they+called+him+bulldozer+1978
1314,11153.0,National Lampoon's Vacation,national+lampoons+vacation+1983
1315,11163.0,Fellini Satyricon,fellini+satyricon+1969
1316,11165.0,Tora! Tora! Tora!,tora+tora+tora+1970
1317,11167.0,Peeping Tom,peeping+tom+1960
1318,11170.0,We Are Marshall,we+are+marshall+2006
1319,11184.0,Kinsey,kinsey+2004
1320,11188.0,Curse of the Ring,curse+of+the+ring+2004
1321,11194.0,Touching the Void,touching+the+void+2003
1322,11202.0,Patton,patton+1970
1323,11206.0,Wait Until Dark,wait+until+dark+1967
1324,11208.0,Wicker Park,wicker+park+2004
1325,11210.0,Robinson Crusoe,robinson+crusoe+1997
1326,11211.0,Bring It On: All or Nothing,bring+it+on+all+or+nothing+2006
1327,11216.0,Cinema Paradiso,cinema+paradiso+1988
1328,11219.0,The Trouble with Harry,the+trouble+with+harry+1955
1329,11220.0,Fallen Angels,fallen+angels+1995
1330,11224.0,Cinderella,cinderella+1950
1331,11229.0,Freeway,freeway+1996
1332,11234.0,The Omega Man,the+omega+man+1971
1333,11235.0,Local Hero,local+hero+1983
1334,11236.0,The Secret Garden,the+secret+garden+1993
1335,11247.0,A Cinderella Story,a+cinderella+story+2004
1336,11248.0,Fatherland,fatherland+1994
1337,11253.0,Hellboy II: The Golden Army,hellboy+ii+the+golden+army+2008
1338,11257.0,A Room with a View,a+room+with+a+view+1985
1339,11287.0,A League of Their Own,a+league+of+their+own+1992
1340,11298.0,The Howling,the+howling+1981
1341,11302.0,Bananas,bananas+1971
1342,11304.0,11-Sep,911+2002
1343,11305.0,Mystery Train,mystery+train+1989
1344,11306.0,Extreme Measures,extreme+measures+1996
1345,11324.0,Shutter Island,shutter+island+2010
1346,11327.0,Midnight Express,midnight+express+1978
1347,11328.0,Pusher II: With Blood on My Hands,pusher+ii+with+blood+on+my+hands+2004
1348,11330.0,Pusher III: I'm the Angel of Death,pusher+iii+im+the+angel+of+death+2005
1349,11338.0,Into the Night,into+the+night+1985
1350,11343.0,Salem's Lot,salems+lot+1979
1351,11344.0,A Bittersweet Life,a+bittersweet+life+2005
1352,11349.0,Cape Fear,cape+fear+1962
1353,11352.0,Always,always+1989
1354,11353.0,Bowfinger,bowfinger+1999
1355,11354.0,The Upside of Anger,the+upside+of+anger+2005
1356,11360.0,Dumbo,dumbo+1941
1357,11366.0,Spiral,spiral+2000
1358,11368.0,Blood Simple,blood+simple+1984
1359,11372.0,The Eagle Has Landed,the+eagle+has+landed+1976
1360,11373.0,Strawberries in the Supermarket,strawberries+in+the+supermarket+2003
1361,11374.0,Edtv,edtv+1999
1362,11379.0,The Adventures of Buckaroo Banzai Across the 8th Dimension,the+adventures+of+buckaroo+banzai+across+the+8th+dimension+1984
1363,11382.0,Bullets Over Broadway,bullets+over+broadway+1994
1364,11388.0,Stay Cool,stay+cool+2009
1365,11391.0,The Olsen Gang on the Track,the+olsen+gang+on+the+track+1975
1366,11393.0,The Natural,the+natural+1984
1367,11406.0,Goldene Zeiten,goldene+zeiten+2006
1368,11414.0,The Defiant Ones,the+defiant+ones+1958
1369,11416.0,The Mission,the+mission+1986
1370,11417.0,The Lift,the+lift+1983
1371,11420.0,The Corporation,the+corporation+2003
1372,11430.0,The Lion King 1½,the+lion+king+1+2004
1373,11443.0,Dead Presidents,dead+presidents+1995
1374,11444.0,The Closet,the+closet+2001
1375,11447.0,The Son's Room,the+sons+room+2001
1376,11450.0,Quiz Show,quiz+show+1994
1377,11457.0,Life as a House,life+as+a+house+2001
1378,11460.0,Red Eye,red+eye+2005
1379,11462.0,Suspicion,suspicion+1941
1380,11465.0,Great Balls of Fire!,great+balls+of+fire+1989
1381,11475.0,Leningrad Cowboys Go America,leningrad+cowboys+go+america+1989
1382,11481.0,Repulsion,repulsion+1965
1383,11482.0,The Tenant,the+tenant+1976
1384,11485.0,Take the Money and Run,take+the+money+and+run+1969
1385,11489.0,Rosetta,rosetta+1999
1386,11494.0,Wilderness,wilderness+2006
1387,11496.0,They Call Me Renegade,they+call+me+renegade+1987
1388,11498.0,Dead Again,dead+again+1991
1389,11509.0,Silverado,silverado+1985
1390,11513.0,Cobra Verde,cobra+verde+1987
1391,11515.0,Goya's Ghosts,goyas+ghosts+2006
1392,11516.0,Winged Migration,winged+migration+2001
1393,11521.0,Little Man Tate,little+man+tate+1991
1394,11528.0,The Sandlot,the+sandlot+1993
1395,11534.0,Tropical Malady,tropical+malady+2005
1396,11537.0,Snake in the Eagle's Shadow,snake+in+the+eagles+shadow+1978
1397,11545.0,Rushmore,rushmore+1998
1398,11547.0,Cabin Fever,cabin+fever+2003
1399,11549.0,Invasion of the Body Snatchers,invasion+of+the+body+snatchers+1956
1400,11558.0,Silver Streak,silver+streak+1976
1401,11559.0,Tideland,tideland+2005
1402,11561.0,Sleeper,sleeper+1973
1403,11567.0,The Wedding Party,the+wedding+party+2005
1404,11569.0,Hellraiser III: Hell on Earth,hellraiser+iii+hell+on+earth+1992
1405,11570.0,The Crimson Pirate,the+crimson+pirate+1952
1406,11584.0,Roxanne,roxanne+1987
1407,11589.0,Kelly's Heroes,kellys+heroes+1970
1408,11590.0,Slap Shot,slap+shot+1977
1409,11598.0,The Kentucky Fried Movie,the+kentucky+fried+movie+1977
1410,11599.0,Suzhou River,suzhou+river+2000
1411,11606.0,Last Life in the Universe,last+life+in+the+universe+2003
1412,11609.0,Yellowbeard,yellowbeard+1983
1413,11614.0,Bomber,bomber+1982
1414,11617.0,Rio Grande,rio+grande+1950
1415,11620.0,Quo Vadis,quo+vadis+1951
1416,11626.0,Pippi on the Run,pippi+on+the+run+1970
1417,11627.0,Münchhausen,mnchhausen+1943
1418,11631.0,Mamma Mia!,mamma+mia+2008
1419,11634.0,Show Me Love,show+me+love+1998
1420,11646.0,Gallipoli,gallipoli+1981
1421,11647.0,Infernal Affairs II,infernal+affairs+ii+2003
1422,11649.0,Masters of the Universe,masters+of+the+universe+1987
1423,11657.0,Le Cercle Rouge,le+cercle+rouge+1970
1424,11658.0,Tae Guk Gi: The Brotherhood of War,tae+guk+gi+the+brotherhood+of+war+2004
1425,11659.0,The Best of Youth,the+best+of+youth+2003
1426,11662.0,Casshern,casshern+2004
1427,11676.0,Nothing to Lose,nothing+to+lose+1997
1428,11693.0,Big Man Japan,big+man+japan+2007
1429,11694.0,Cat Ballou,cat+ballou+1965
1430,11697.0,The Man Who Shot Liberty Valance,the+man+who+shot+liberty+valance+1962
1431,11698.0,Stroszek,stroszek+1977
1432,11700.0,Smiles of a Summer Night,smiles+of+a+summer+night+1955
1433,11703.0,Kiss of the Spider Woman,kiss+of+the+spider+woman+1985
1434,11706.0,War and Peace,war+and+peace+1956
1435,11710.0,The Enigma of Kaspar Hauser,the+enigma+of+kaspar+hauser+1974
1436,11712.0,Sanjuro,sanjuro+1962
1437,11719.0,One Foot in Heaven,one+foot+in+heaven+1991
1438,11772.0,The Haunting,the+haunting+1963
1439,11788.0,Elizabeth I,elizabeth+i+2005
1440,11790.0,Peter's Friends,peters+friends+1992
1441,11791.0,The Hound of the Baskervilles,the+hound+of+the+baskervilles+1959
1442,11796.0,The Hairdresser's Husband,the+hairdressers+husband+1990
1443,11825.0,Police Academy 5: Assignment Miami Beach,police+academy+5+assignment+miami+beach+1988
1444,11835.0,Death Sentence,death+sentence+2007
1445,11837.0,Watership Down,watership+down+1978
1446,11844.0,The Van,the+van+1996
1447,11854.0,Kuch Kuch Hota Hai,kuch+kuch+hota+hai+1998
1448,11858.0,Renaissance Man,renaissance+man+1994
1449,11859.0,Fair Game,fair+game+1995
1450,11864.0,Enemy Mine,enemy+mine+1985
1451,11868.0,Horror of Dracula,horror+of+dracula+1958
1452,11870.0,Big Fat Liar,big+fat+liar+2002
1453,11881.0,Miracle on 34th Street,miracle+on+34th+street+1947
1454,11886.0,Robin Hood,robin+hood+1973
1455,11891.0,Kung Pow: Enter the Fist,kung+pow+enter+the+fist+2002
1456,11898.0,Kind Hearts and Coronets,kind+hearts+and+coronets+1949
1457,11899.0,The Muppets Take Manhattan,the+muppets+take+manhattan+1984
1458,11900.0,Even Dwarfs Started Small,even+dwarfs+started+small+1970
1459,11901.0,High Plains Drifter,high+plains+drifter+1973
1460,11902.0,Underground,underground+1995
1461,11909.0,Bullet in the Head,bullet+in+the+head+1990
1462,11910.0,Hogfather,hogfather+2006
1463,11916.0,Two Mules for Sister Sara,two+mules+for+sister+sara+1970
1464,11925.0,Naked,naked+2000
1465,11928.0,Tetro,tetro+2009
1466,11929.0,Dolores Claiborne,dolores+claiborne+1995
1467,11934.0,The Hudsucker Proxy,the+hudsucker+proxy+1994
1468,11937.0,The Gods Must Be Crazy II,the+gods+must+be+crazy+ii+1989
1469,11939.0,A Day at the Races,a+day+at+the+races+1937
1470,11943.0,Jeremiah Johnson,jeremiah+johnson+1972
1471,11945.0,Emil in Lonneberga,emil+in+lonneberga+1971
1472,11948.0,"Merry Christmas, Mr. Lawrence",merry+christmas_+mr.+lawrence+1983
1473,11953.0,Kagemusha,kagemusha+1980
1474,11956.0,When the Cat's Away,when+the+cats+away+1996
1475,11958.0,"Not For, or Against (Quite the Contrary)",not+for_+or+against+quite+the+contrary+2003
1476,11968.0,Into the Blue,into+the+blue+2005
1477,11970.0,Hercules,hercules+1997
1478,11971.0,Much Ado About Nothing,much+ado+about+nothing+1993
1479,11973.0,Thirteen Days,thirteen+days+2000
1480,11975.0,The Rainmaker,the+rainmaker+1997
1481,11976.0,Legend,legend+1985
1482,11977.0,Caddyshack,caddyshack+1980
1483,11978.0,Men of Honor,men+of+honor+2000
1484,11980.0,The Prophecy,the+prophecy+1995
1485,12079.0,Spun,spun+2002
1486,12092.0,Alice in Wonderland,alice+in+wonderland+1951
1487,12103.0,Don't Say a Word,dont+say+a+word+2001
1488,12104.0,Pink Floyd: The Wall,pink+floyd+the+wall+1982
1489,12105.0,Yellow Submarine,yellow+submarine+1968
1490,12107.0,Nutty Professor II: The Klumps,nutty+professor+ii+the+klumps+2000
1491,12117.0,Instinct,instinct+1999
1492,12130.0,I Don't Want to Sleep Alone,i+dont+want+to+sleep+alone+2006
1493,12140.0,Ghost in the Shell 2: Innocence,ghost+in+the+shell+2+innocence+2004
1494,12147.0,Do Fish Do It?,do+fish+do+it+2002
1495,12149.0,Frailty,frailty+2001
1496,12155.0,Alice in Wonderland,alice+in+wonderland+2010
1497,12157.0,Green Card,green+card+1990
1498,12163.0,The Wrestler,the+wrestler+2008
1499,12165.0,The Burning Plain,the+burning+plain+2008
1500,12166.0,Achilles and the Tortoise,achilles+and+the+tortoise+2008
1501,12172.0,Encounters at the End of the World,encounters+at+the+end+of+the+world+2007
1502,12178.0,Miss Pettigrew Lives for a Day,miss+pettigrew+lives+for+a+day+2008
1503,12186.0,Defending Your Life,defending+your+life+1991
1504,12211.0,Highlander: Endgame,highlander+endgame+2000
1505,12219.0,12 Angry Men,12+angry+men+1997
1506,12225.0,Cashback,cashback+2006
1507,12229.0,The Acid House,the+acid+house+1998
1508,12230.0,One Hundred and One Dalmatians,one+hundred+and+one+dalmatians+1961
1509,12238.0,The Night Flier,the+night+flier+1997
1510,12244.0,9,9+2009
1511,12246.0,Mongol: The Rise of Genghis Khan,mongol+the+rise+of+genghis+khan+2007
1512,12253.0,Biker Boyz,biker+boyz+2003
1513,12255.0,Cord,cord+2000
1514,12261.0,Carlito's Way: Rise to Power,carlitos+way+rise+to+power+2005
1515,12270.0,CSNY/Déjà Vu,csnydj+vu+2008
1516,12271.0,Factory Girl,factory+girl+2006
1517,12273.0,Singh Is Kinng,singh+is+kinng+2008
1518,12277.0,Undercover Brother,undercover+brother+2002
1519,12280.0,The Paper,the+paper+1994
1520,12289.0,Red Cliff,red+cliff+2008
1521,12309.0,Bachelor Party,bachelor+party+1984
1522,12311.0,Mutiny on the Bounty,mutiny+on+the+bounty+1935
1523,12314.0,The Bridge,the+bridge+2008
1524,12335.0,Bedknobs and Broomsticks,bedknobs+and+broomsticks+1971
1525,12429.0,Ponyo,ponyo+2008
1526,12444.0,Harry Potter and the Deathly Hallows: Part 1,harry+potter+and+the+deathly+hallows+part+1+2010
1527,12445.0,Harry Potter and the Deathly Hallows: Part 2,harry+potter+and+the+deathly+hallows+part+2+2011
1528,12446.0,Angel of Mine,angel+of+mine+2008
1529,12454.0,All or Nothing,all+or+nothing+2002
1530,12473.0,The Visitor,the+visitor+2007
1531,12476.0,The Hidden,the+hidden+1987
1532,12487.0,Gozu,gozu+2003
1533,12489.0,Gridlock'd,gridlockd+1997
1534,12491.0,Accattone,accattone+1961
1535,12493.0,High and Low,high+and+low+1963
1536,12496.0,The Twilight Samurai,the+twilight+samurai+2002
1537,12498.0,Sling Blade,sling+blade+1996
1538,12501.0,The Big Country,the+big+country+1958
1539,12502.0,Silkwood,silkwood+1983
1540,12506.0,Cry Freedom,cry+freedom+1987
1541,12517.0,The Ordeal,the+ordeal+2006
1542,12519.0,Sirens,sirens+1993
1543,12526.0,Bug,bug+2006
1544,12531.0,The Apartment,the+apartment+1996
1545,12535.0,High Anxiety,high+anxiety+1977
1546,12548.0,I Vitelloni,i+vitelloni+1953
1547,12554.0,Citizen X,citizen+x+1995
1548,12555.0,I Served the King of England,i+served+the+king+of+england+2006
1549,12577.0,Riders,riders+2002
1550,12582.0,Without a Clue,without+a+clue+1988
1551,12583.0,Ginger Snaps Back: The Beginning,ginger+snaps+back+the+beginning+2004
1552,12609.0,Help! I'm A Fish,help+im+a+fish+2000
1553,12614.0,Victor/Victoria,victorvictoria+1982
1554,12615.0,Death of a Salesman,death+of+a+salesman+1985
1555,12621.0,Hamlet 2,hamlet+2+2008
1556,12622.0,Violent Cop,violent+cop+1989
1557,12623.0,Suspect,suspect+1987
1558,12627.0,La Belle Noiseuse,la+belle+noiseuse+1991
1559,12632.0,Kaspar Hauser,kaspar+hauser+1993
1560,12650.0,Il Mare,il+mare+2000
1561,12660.0,Charlotte Gray,charlotte+gray+2001
1562,12684.0,Sabotage,sabotage+1936
1563,12685.0,BloodRayne: The Third Reich,bloodrayne+the+third+reich+2010
